pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
CoRoT-18 b,CoRoT-18,1,Transit,2011,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,27.6140000,-25.7840000,14.8680000,0.1720000,-0.1720000,13.0140000,0.0300000,-0.0300000,14.8009000,0.0012110,-0.0012110
CoRoT-19 b,CoRoT-19,1,Transit,2011,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,26.7370000,-25.0710000,14.1350000,0.1490000,-0.1490000,11.8370000,0.0240000,-0.0240000,13.7831000,0.0005580,-0.0005580
CoRoT-2 b,CoRoT-2,1,Transit,2008,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,2.4850000,-2.4300000,12.5160000,0.0920000,-0.0920000,10.3100000,0.0310000,-0.0310000,12.2489000,0.0009110,-0.0009110
CoRoT-20 b,CoRoT-20,1,Transit,2011,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,12.5130000,0.0290000,-0.0290000,14.4686000,0.0004120,-0.0004120
CoRoT-20 c,CoRoT-20,1,Radial Velocity,2018,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,24.1710000,-22.8830000,14.6300000,0.0920000,-0.0920000,12.5130000,0.0290000,-0.0290000,14.4686000,0.0004120,-0.0004120
CoRoT-21 b,CoRoT-21,1,Transit,2012,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.0580000,0.4350000,-0.4350000,13.8130000,0.0540000,-0.0540000,15.8558000,0.0019680,-0.0019680
CoRoT-22 b,CoRoT-22,1,Transit,2014,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,11.1870000,-10.8080000,13.8200000,0.1140000,-0.1140000,11.9880000,0.0260000,-0.0260000,13.7305000,0.0003040,-0.0003040
CoRoT-23 b,CoRoT-23,1,Transit,2011,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,45.4700000,-41.9400000,15.6750000,0.2060000,-0.2060000,12.3640000,0.0320000,-0.0320000,15.0681000,0.0004090,-0.0004090
CoRoT-24 b,CoRoT-24,1,Transit,2014,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,12.9240000,0.0240000,-0.0240000,15.1801000,0.0006310,-0.0006310
CoRoT-24 c,CoRoT-24,1,Transit,2014,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.0430000,-15.2320000,15.3830000,0.1140000,-0.1140000,12.9240000,0.0240000,-0.0240000,15.1801000,0.0006310,-0.0006310
CoRoT-25 b,CoRoT-25,1,Transit,2013,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,44.2800000,-41.0500000,14.7900000,0.1720000,-0.1720000,12.8460000,0.0310000,-0.0310000,14.7110000,0.0003390,-0.0003390
CoRoT-26 b,CoRoT-26,1,Transit,2013,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,,,15.8610000,0.1950000,-0.1950000,13.2610000,0.0340000,-0.0340000,15.4682000,0.0016830,-0.0016830
CoRoT-27 b,CoRoT-27,1,Transit,2014,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,69.2600000,-61.0360000,15.7740000,0.1030000,-0.1030000,12.9850000,0.0330000,-0.0330000,15.3902000,0.0006150,-0.0006150
CoRoT-28 b,CoRoT-28,1,Transit,2015,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,14.6850000,-14.1520000,13.7830000,0.0690000,-0.0690000,11.0320000,0.0250000,-0.0250000,13.4119000,0.0003930,-0.0003930
CoRoT-29 b,CoRoT-29,1,Transit,2015,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,44.0270000,-39.7600000,15.4080000,0.1260000,-0.1260000,13.0480000,0.0310000,-0.0310000,15.2394000,0.0005320,-0.0005320
CoRoT-3 b,CoRoT-3,1,Transit,2008,4.25680000,0.00000500,-0.00000500,0,,,,,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,30.7910000,-28.5450000,13.4480000,0.0690000,-0.0690000,11.6180000,0.0340000,-0.0340000,13.2188000,0.0002980,-0.0002980
CoRoT-30 b,CoRoT-30,1,Transit,2020,9.06005000,0.00024000,-0.00024000,0,0.084400,0.001200,-0.001200,0,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,48.5700000,-44.4670000,15.5710000,0.1260000,-0.1260000,13.5620000,0.0450000,-0.0450000,15.4130000,0.0006660,-0.0006660
CoRoT-31 b,CoRoT-31,1,Transit,2020,4.62941000,0.00075000,-0.00075000,0,0.058600,0.003400,-0.003400,0,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,169.7900000,-145.7100000,15.4790000,0.3090000,-0.3090000,13.4260000,0.0380000,-0.0380000,15.4655000,0.0008090,-0.0008090
CoRoT-35 b,CoRoT-35,1,Transit,2022,3.22748000,0.00008000,-0.00008000,0,0.042900,0.000920,-0.000920,0,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,55.9000000,-50.9200000,15.6350000,0.2290000,-0.2290000,12.9350000,0.0290000,-0.0290000,15.2625000,0.0005140,-0.0005140
CoRoT-36 b,CoRoT-36,1,Transit,2022,5.61653100,0.00002300,-0.00002300,0,0.066000,0.007000,-0.007000,0,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,27.7960000,-26.2470000,13.1260000,0.0690000,-0.0690000,11.5920000,0.0210000,-0.0210000,12.9515000,0.0006500,-0.0006500
CoRoT-4 b,CoRoT-4,1,Transit,2008,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,15.1810000,-14.5820000,13.6520000,0.0920000,-0.0920000,12.2880000,0.0300000,-0.0300000,13.5613000,0.0003540,-0.0003540
CoRoT-5 b,CoRoT-5,1,Transit,2009,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,25.6200000,-25.6200000,14.0430000,0.1490000,-0.1490000,12.5460000,0.0260000,-0.0260000,13.9021000,0.0004180,-0.0004180
CoRoT-6 b,CoRoT-6,1,Transit,2009,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,12.4530000,-11.9970000,13.9610000,0.0690000,-0.0690000,12.1190000,0.0240000,-0.0240000,13.7459000,0.0004960,-0.0004960
CoRoT-7 b,CoRoT-7,1,Transit,2009,0.85359163,0.00000001,-0.00000001,0,,,,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,9.8060000,0.0210000,-0.0210000,11.5239000,0.0004620,-0.0004620
CoRoT-7 c,CoRoT-7,1,Radial Velocity,2009,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,9.8060000,0.0210000,-0.0210000,11.5239000,0.0004620,-0.0004620
CoRoT-7 d,CoRoT-7,1,Radial Velocity,2022,8.96600000,1.54600000,-1.54600000,0,,,,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,0.9170000,-0.9060000,11.7280000,0.0270000,-0.0270000,9.8060000,0.0210000,-0.0210000,11.5239000,0.0004620,-0.0004620
CoRoT-8 b,CoRoT-8,1,Transit,2010,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,2.7140000,-2.7140000,14.7920000,0.0340000,-0.0340000,11.4630000,0.0210000,-0.0210000,14.2195000,0.0002620,-0.0002620
CoRoT-9 b,CoRoT-9,1,Transit,2009,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,4.7250000,-4.6220000,13.6370000,0.1370000,-0.1370000,11.6880000,0.0230000,-0.0230000,13.5008000,0.0003200,-0.0003200
CoRoTID 223977153 b,CoRoTID 223977153,1,Transit,2017,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,10.4360000,-10.4360000,13.6260000,0.1490000,-0.1490000,12.1930000,0.0270000,-0.0270000,13.5867000,0.0007540,-0.0007540
DE CVn b,DE CVn,1,Eclipse Timing Variations,2018,4098.10000000,131.50000000,-131.50000000,0,5.750000,2.020000,-2.020000,0,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,0.0284000,-0.0285000,12.9560000,0.0230000,-0.0230000,8.5550000,0.0210000,-0.0210000,11.9752000,0.0010810,-0.0010810
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,Astrometry,2013,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,,,,,,,12.0620000,0.0230000,-0.0230000,18.5577000,0.0029090,-0.0029090
DH Tau b,DH Tau,1,Imaging,2004,,,,,330.000000,,,0,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,1.2820000,-1.2580000,13.9800000,1.1330000,-1.1330000,8.1780010,0.0260000,-0.0260000,12.4961000,0.0089970,-0.0089970
DMPP-1 b,DMPP-1,1,Radial Velocity,2019,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,7.8503200,0.0002900,-0.0002900
DMPP-1 c,DMPP-1,1,Radial Velocity,2019,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,7.8503200,0.0002900,-0.0002900
DMPP-1 d,DMPP-1,1,Radial Velocity,2019,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,7.8503200,0.0002900,-0.0002900
DMPP-1 e,DMPP-1,1,Radial Velocity,2019,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,0.1782000,-0.1773000,7.9800000,0.0300000,-0.0300000,6.6900000,0.0240000,-0.0240000,7.8503200,0.0002900,-0.0002900
DMPP-2 b,DMPP-2,1,Radial Velocity,2019,5.20720000,0.00020000,-0.00550000,0,0.066400,0.000500,-0.000500,0,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000,0.6810000,-0.6750000,8.5700000,0.0300000,-0.0300000,7.4370000,0.0260000,-0.0260000,8.4582400,0.0002660,-0.0002660
DMPP-3 A b,DMPP-3 A,1,Radial Velocity,2019,6.67320000,0.00110000,-0.00030000,0,0.066200,0.001300,-0.001300,0,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000,1.6000000,-1.7200000,,,,,,,,,
DMPP-4 b,DMPP-4,1,Radial Velocity,2023,3.49820000,0.00220000,-0.23270000,0,0.048530,0.000360,-0.001970,0,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284000,0.0382000,-0.0380000,5.7293600,0.0230000,-0.0230000,4.4940000,0.0180000,-0.0180000,5.6003700,0.0014052,-0.0014052
DP Leo b,DP Leo,1,Eclipse Timing Variations,2009,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000,33.5540000,-27.6040000,18.6837000,0.0496000,-0.0496000,,,,18.6333000,0.0157480,-0.0157480
DS Tuc A b,DS Tuc A,1,Transit,2019,8.13826800,0.00001100,-0.00001100,0,,,,,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,0.0693000,-0.0691000,8.1700000,0.0300000,-0.0300000,6.6760000,0.0340000,-0.0340000,8.3192600,0.0010250,-0.0010250
EPIC 201170410.02,EPIC 201170410,1,Transit,2020,6.79870000,0.00010000,-0.00010000,0,0.034900,0.002700,-0.002200,0,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,,,17.6984000,0.0471000,-0.0471000,12.6190000,0.0270000,-0.0270000,16.4386000,0.0072830,-0.0072830
EPIC 201238110 b,EPIC 201238110,1,Transit,2019,28.16560000,0.00270000,-0.00280000,0,,,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,1.4140000,-1.3900000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010
EPIC 201427007 b,EPIC 201427007,1,Transit,2021,0.72091000,0.00014000,-0.00014000,0,,,,,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000,16.7900000,-16.7900000,14.3210000,0.1720000,-0.1720000,12.5810000,0.0290000,-0.0290000,14.1470000,0.0002080,-0.0002080
EPIC 201497682 b,EPIC 201497682,1,Transit,2019,2.13174000,0.00022000,-0.00022000,0,,,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000,1.6640000,-1.6640000,13.9480000,0.1830000,-0.1830000,11.4380000,0.0260000,-0.0260000,13.7368000,0.0003230,-0.0003230
EPIC 201595106 b,EPIC 201595106,1,Transit,2021,0.87721400,0.00006000,-0.00006000,0,,,,,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000,2.7060000,-2.6460000,11.7460000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,11.6477000,0.0002450,-0.0002450
EPIC 201615463 c,K2-166,1,Transit,2019,3.80464000,0.00091000,-0.00105000,0,,,,,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000,9.6920000,-9.3210000,12.0810000,0.0460000,-0.0460000,10.6370000,0.0220000,-0.0220000,11.9456000,0.0002360,-0.0002360
EPIC 201754305 d,K2-16,1,Transit,2019,2.71578000,0.00031000,-0.00031000,0,,,,,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000,4.1785000,-4.1785000,14.6680000,0.1370000,-0.1370000,12.0870000,0.0230000,-0.0230000,14.3234000,0.0003590,-0.0003590
EPIC 201757695.02,EPIC 201757695,1,Transit,2020,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,,,14.9740000,0.1370000,-0.1370000,12.1490000,0.0260000,-0.0260000,,,
EPIC 201833600 c,K2-50,1,Transit,2019,3.96151000,0.00046000,-0.00051000,0,,,,,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000,3.2390000,-3.2390000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130
EPIC 201841433 b,EPIC 201841433,1,Transit,2019,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000,8.1780010,-7.8880000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100
EPIC 205950854 c,K2-168,1,Transit,2019,8.05072200,0.00007500,-0.00003800,0,,,,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,4.2390000,-4.0990000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050
EPIC 206024342 b,EPIC 206024342,1,Transit,2019,4.50756000,0.00062000,-0.00060000,0,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840
EPIC 206024342 c,EPIC 206024342,1,Transit,2021,0.91172400,0.00007600,-0.00007600,0,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840
EPIC 206024342 d,EPIC 206024342,1,Transit,2021,14.64753100,0.00000410,-0.00000410,0,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840
EPIC 206032309 b,EPIC 206032309,1,Transit,2019,2.87814000,0.00023000,-0.00026000,0,,,,,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000,1.7930000,-1.7930000,17.8900000,0.2000000,-0.2000000,12.5380000,0.0260000,-0.0260000,16.0689000,0.0010700,-0.0010700
EPIC 206042996 b,EPIC 206042996,1,Transit,2019,5.29860000,0.00060000,-0.00060000,0,,,,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,13.9760000,-13.1760000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690
EPIC 206042996 c,EPIC 206042996,1,Transit,2021,0.35488400,0.00006300,-0.00006300,0,,,,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,13.9760000,-13.1760000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690
EPIC 206215704 b,EPIC 206215704,1,Transit,2019,2.25543600,0.00009100,-0.00009100,0,,,,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000,1.0800000,-1.0800000,17.8300000,0.2000000,-0.2000000,12.7670000,0.0290000,-0.0290000,16.1722000,0.0009790,-0.0009790
EPIC 206317286 b,EPIC 206317286,1,Transit,2019,1.58252000,0.00017000,-0.00018000,0,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2.9360000,-2.8820000,14.0050000,0.0800000,-0.0800000,11.6350000,0.0250000,-0.0250000,13.7740000,0.0002990,-0.0002990
EPIC 206317286 c,EPIC 206317286,1,Transit,2022,17.51547200,0.00228800,-0.00296500,0,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2.9360000,-2.8820000,14.0050000,0.0800000,-0.0800000,11.6350000,0.0250000,-0.0250000,13.7740000,0.0002990,-0.0002990
EPIC 211822797 b,EPIC 211822797,1,Transit,2016,21.17019630,0.00006620,-0.00006420,0,0.119500,0.010000,-0.025100,0,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000,1.3645000,-1.3645000,15.1330000,0.1600000,-0.1600000,11.4290000,0.0180000,-0.0180000,14.5263000,0.0003230,-0.0003230
EPIC 211945201 b,EPIC 211945201,1,Transit,2018,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000,1.2950000,-1.2770000,10.1540000,0.0080000,-0.0080000,8.8370000,0.0200000,-0.0200000,10.0512000,0.0003720,-0.0003720
EPIC 212297394 b,EPIC 212297394,1,Transit,2019,2.28936300,0.00023200,-0.00025100,0,,,,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,7.3530000,-7.1070000,14.6110000,0.1140000,-0.1140000,12.1860000,0.0230000,-0.0230000,14.1864000,0.0003910,-0.0003910
EPIC 212297394 c,EPIC 212297394,1,Transit,2016,5.21396500,0.00044200,-0.00044200,0,,,,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,7.3530000,-7.1070000,14.6110000,0.1140000,-0.1140000,12.1860000,0.0230000,-0.0230000,14.1864000,0.0003910,-0.0003910
EPIC 212424622 b,EPIC 212424622,1,Transit,2019,18.09830000,0.00600000,-0.00580000,0,,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000,10.2850000,-9.9560000,13.4410000,0.1030000,-0.1030000,11.7750000,0.0210000,-0.0210000,13.2026000,0.0004130,-0.0004130
EPIC 212499991 b,EPIC 212499991,1,Transit,2019,34.88500000,0.01100000,-0.01000000,0,,,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000,2.0430000,-2.0150000,13.6720000,0.0920000,-0.0920000,11.3660000,0.0230000,-0.0230000,13.3118000,0.0002500,-0.0002500
EPIC 212587672 b,EPIC 212587672,1,Transit,2019,15.28078000,0.00012100,-0.00011600,0,,,,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,6.3920000,-6.1520000,12.4880000,0.0440000,-0.0440000,10.8570000,0.0210000,-0.0210000,12.2038000,0.0002550,-0.0002550
EPIC 212587672 c,EPIC 212587672,1,Transit,2016,23.22855500,0.00006800,-0.00007100,0,,,,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,6.3920000,-6.1520000,12.4880000,0.0440000,-0.0440000,10.8570000,0.0210000,-0.0210000,12.2038000,0.0002550,-0.0002550
EPIC 212624936 b,EPIC 212624936,1,Transit,2021,0.57865700,0.00001600,-0.00001600,0,,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,8.9130000,-8.6440000,13.9760000,0.1370000,-0.1370000,12.2920000,0.0270000,-0.0270000,13.8326000,0.0003120,-0.0003120
EPIC 212624936 c,EPIC 212624936,1,Transit,2021,11.81143700,0.00011000,-0.00011000,0,,,,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,8.9130000,-8.6440000,13.9760000,0.1370000,-0.1370000,12.2920000,0.0270000,-0.0270000,13.8326000,0.0003120,-0.0003120
EPIC 212737443 b,EPIC 212737443,1,Transit,2019,13.60300000,0.00130000,-0.00130000,0,0.098000,0.004000,-0.004000,0,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,4.7430000,-4.6150000,14.8100000,0.1370000,-0.1370000,12.1600000,0.0240000,-0.0240000,14.4776000,0.0003860,-0.0003860
EPIC 212737443 c,EPIC 212737443,1,Transit,2019,65.55000000,0.00890000,-0.00890000,0,0.280000,0.006000,-0.006000,0,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,4.7430000,-4.6150000,14.8100000,0.1370000,-0.1370000,12.1600000,0.0240000,-0.0240000,14.4776000,0.0003860,-0.0003860
EPIC 220492298 b,EPIC 220492298,1,Transit,2021,0.76240600,0.00015000,-0.00015000,0,,,,,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980,624.5120000,14.9470000,-14.9470000,13.9910000,0.0920000,-0.0920000,12.1680000,0.0260000,-0.0260000,13.7756000,0.0003650,-0.0003650
EPIC 220554210 c,K2-282,1,Transit,2019,0.70531000,0.00003700,-0.00003700,0,,,,,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000,7.9020000,-7.6630000,14.2100000,0.1140000,-0.1140000,12.0020000,0.0210000,-0.0210000,13.8183000,0.0002780,-0.0002780
EPIC 220674823 b,EPIC 220674823,1,Transit,2016,0.57129200,0.00001200,-0.00001200,0,0.013260,0.000280,-0.000230,0,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,3.0440000,-2.9720000,12.1010000,0.0310000,-0.0310000,10.3440000,0.0210000,-0.0210000,11.9535000,0.0002200,-0.0002200
EPIC 220674823 c,EPIC 220674823,1,Transit,2016,13.33970000,0.00096000,-0.00096000,0,0.108300,0.002300,-0.001800,0,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,3.0440000,-2.9720000,12.1010000,0.0310000,-0.0310000,10.3440000,0.0210000,-0.0210000,11.9535000,0.0002200,-0.0002200
EPIC 228836835 b,EPIC 228836835,1,Transit,2021,0.72811300,0.00006300,-0.00006300,0,,,,,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.1240000,1.7990000,-1.7580000,16.7700000,0.2000000,-0.2000000,12.0200000,0.0270000,-0.0270000,15.4185000,0.0004730,-0.0004730
EPIC 229004835 b,EPIC 229004835,1,Transit,2023,16.14113200,0.00001900,-0.00001900,0,0.123700,0.001700,-0.001700,0,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.9710000,0.8790000,-0.8660000,10.2300000,0.0060000,-0.0060000,8.7250000,0.0230000,-0.0230000,10.0494000,0.0004210,-0.0004210
EPIC 246851721 b,EPIC 246851721,1,Transit,2018,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.6320000,19.4560000,-17.6440000,11.2370000,0.0200000,-0.0200000,9.8930000,0.0180000,-0.0180000,11.2549000,0.0014300,-0.0014300
EPIC 248847494 b,EPIC 248847494,1,Transit,2018,3650.00000000,1280.00000000,-1130.00000000,0,4.500000,1.000000,-1.000000,0,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.8860000,12.7520000,-12.7520000,12.3530000,0.0800000,-0.0800000,10.1480000,0.0200000,-0.0200000,12.1722000,0.0002190,-0.0002190
EPIC 249893012 b,EPIC 249893012,1,Transit,2020,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.2960000,4.1890000,-4.0850000,11.4290000,0.0220000,-0.0220000,9.7140000,0.0230000,-0.0230000,11.4019000,0.0004950,-0.0004950
