designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 713660978609830400",713660978609830400,134.51821561130964,34.693262516299214,2.642971092541737,15.417638611378276,13.625071564801875,0.9141041,9.000017,1.2768869,-17.261768,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4546.123,2.4798,-0.2078,368.5435,0.0385,0.0297,0.0156
"Gaia DR3 1943115669398621952",1943115669398621952,350.08214213403454,49.719904315294784,1.9742773450293334,7.430552066139414,-2.3128073171989865,2.297379,9.000057,0.0068073273,-15.169301,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,11715.309,3.9599,-1.4075,498.2954,0.2242,0.2179,0.1164
"Gaia DR3 2853064693614016384",2853064693614016384,359.9688734402041,25.210200866495075,6.712833323366014,33.67989570331384,-36.67746501571489,1.0409477,9.000064,0.638567,-9.967544,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6292.5884,4.0846,-0.0842,147.1697,0.0017,0.0015,8.0E-4
"Gaia DR3 4285502944754914304",4285502944754914304,281.18252738768507,5.947441052065931,1.5002205898903869,-4.767319854622834,-18.45725966832121,0.8784081,9.000065,1.990345,32.376682,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 394809890821645824",394809890821645824,6.56610380578833,51.064843254903444,3.116980108647612,-0.39542440091910036,5.855162081555079,0.9207618,9.000068,0.11119938,6.1425986,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9785.031,4.1972,0.0546,339.768,0.2677,0.2559,0.136
"Gaia DR3 2227464842523745024",2227464842523745024,350.8907265405781,71.30260495204828,0.7247327258505748,3.1811830496188804,0.2801137387607115,0.9874379,9.0000925,3.8976126,-37.74346,"VARIABLE",0,true,true,true,true,false,false,true,3610.3752,0.7447,0.7987,1085.299,3.2358,1.9291,1.2831
"Gaia DR3 1078376957001977216",1078376957001977216,159.27362416610546,73.80274489631492,1.9588723380556903,0.3202666551150668,-11.921304166696498,1.0251714,9.0000925,1.3347645,-18.116795,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 338403982242362368",338403982242362368,37.67671877502093,40.701694284590126,1.6665986816596836,-3.205988092220428,-0.8305636144531503,1.4105732,9.000099,0.3626423,-18.181,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1184921042482386048",1184921042482386048,222.6844896129443,13.961153613356661,10.159408670125078,24.098862560081713,-17.8823049897922,0.9472223,9.000102,0.78705597,3.950932,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5772.9253,4.2551,-0.1367,98.0746,9.0E-4,8.0E-4,4.0E-4
"Gaia DR3 1301622553820462848",1301622553820462848,244.61101854229932,22.660346067313654,1.6946173836929042,0.9667997020528134,1.698001332777539,0.9941913,9.000105,1.3835068,2.864206,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1963957638163952256",1963957638163952256,319.86129465446544,37.24427926020767,2.1291117686179715,3.4459669757068774,-1.2003283144778703,0.9943413,9.000126,0.053447723,-8.5911665,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1591907711045896576",1591907711045896576,221.4400948035879,50.21690582825232,2.076633639321866,-17.637865614213272,-13.008389207641585,0.8888804,9.000132,1.1760521,-25.100327,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4507449468571949824",4507449468571949824,283.06988812762665,15.112688170740826,0.9330461635330167,4.709735474384293,1.0435305332648523,0.8616218,9.000142,2.162623,-2.1769311,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4800.0635,1.8143,0.0683,876.4686,2.5762,1.869,0.9919
"Gaia DR3 413687371605125120",413687371605125120,17.98050076869948,58.25111400135846,1.4525712014353906,-4.845717173520297,-0.24184472531164142,0.96728975,9.000181,0.1812334,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1099856397686891136",1099856397686891136,105.68119750442118,63.94660200042631,2.837291296631776,-1.8823197968616037,-2.5630373512003914,1.0743794,9.000199,0.09103489,-3.6972325,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9750.99,4.0514,-0.7893,350.5177,0.2063,0.1975,0.1051
"Gaia DR3 654095760809753344",654095760809753344,121.88376525707011,14.999586186491264,5.9642999489519175,-14.961231160983747,-8.579414771974053,7.2485356,9.00021,0.55007267,27.969614,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6626.9453,4.0666,-0.2582,167.1366,0.0119,0.0104,0.0056
"Gaia DR3 208447033601070336",208447033601070336,80.03255210522063,44.64212290008781,0.8568107182764823,-0.3615567969624969,-1.6261254611782434,0.92521405,9.000211,0.23958683,15.76502,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,7459.8774,2.8559,-1.6327,1211.0726,1.0E-4,1.0E-4,0.0
"Gaia DR3 484601920220929664",484601920220929664,82.99054521381068,68.60025904198966,2.4284449306535953,-16.009767768303956,-30.344590886903287,1.2052654,9.000233,1.3415489,-71.65672,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2185984563776808448",2185984563776808448,304.049670076707,55.12145873042227,0.9928187652509403,-3.1133445289567385,-7.910412805691408,2.030041,9.000245,1.4625816,-7.9543986,"NOT_AVAILABLE",1,true,true,false,false,false,false,true,4884.476,2.0898,0.1408,1186.6644,0.8249,0.6338,0.3311
"Gaia DR3 141141494455977728",141141494455977728,40.195552741497394,36.173338845368654,0.5444257747893197,13.636660952648462,-7.421798690752169,1.0756389,9.000265,2.3844967,-52.712082,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1789299799469225216",1789299799469225216,316.8115149190691,19.70979138519273,6.938943238992616,-30.269966460698207,-3.412005989440419,0.9244799,9.000265,0.9235363,-10.009062,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5521.6426,3.9969,0.0873,143.854,0.1211,0.1,0.0532
"Gaia DR3 684186370403844480",684186370403844480,124.6247177674787,28.764758762498936,1.3953976844865676,-5.767184268589343,-8.95230120784481,3.0330708,9.000285,1.3194876,29.973774,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4490.5337,2.0321,-0.452,648.3205,0.0906,0.0696,0.0367
"Gaia DR3 456418001230456576",456418001230456576,31.645500894700657,54.57811139592708,0.9892287619750278,-1.7535776009814092,-2.802090149890992,1.0519724,9.000311,1.7947836,-23.490658,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4281646545128028160",4281646545128028160,284.6064080793099,5.160469959583654,1.7884523956415828,4.3228466476818665,-4.990964412267912,5.0029187,9.000317,1.521905,-42.769096,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 1909972819821572224",1909972819821572224,348.6007563518959,31.77803849555925,4.6566822317891985,69.08172652091825,18.123096180439916,0.91054016,9.000353,1.0515814,-10.618368,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5594.7515,3.4755,-0.0685,212.504,0.3709,0.3021,0.1606
"Gaia DR3 2032073757956400896",2032073757956400896,295.98675006788113,30.049025674516173,1.101020797345931,-2.0564977099634936,-2.2329066034364784,1.0252875,9.000358,0.038315773,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1605425897271480320",1605425897271480320,217.65987592995836,53.44148545133135,0.6613539148556329,0.018330489318423737,-6.914100719060475,1.0566013,9.00037,1.4584303,-5.904296,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 886277977682325504",886277977682325504,109.14233140059969,29.896892260807682,8.525887655371944,-21.511431255240854,-27.107118328944352,13.289295,9.000375,0.6409168,29.098707,"NOT_AVAILABLE",1,true,true,false,false,false,true,true,6409.511,4.2541,-0.4847,112.629,0.0945,0.0821,0.0444
"Gaia DR3 1215203723015074432",1215203723015074432,228.00645925147268,21.874681223832983,0.8757645849039669,3.3345962395458026,-11.130096044222421,2.5613687,9.000403,1.7327127,28.534397,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2030321819258255872",2030321819258255872,299.20796945290715,29.940208441986368,10.163489943854177,22.242906678672323,-132.40255598971797,0.93025434,9.000409,0.69826126,-12.127997,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6116.978,4.1446,-0.913,98.1983,0.0602,0.0518,0.0282
"Gaia DR3 2013483249650928128",2013483249650928128,342.9139598155031,58.878641466040285,5.857742401333333,30.00910971344962,7.680207581010761,1.2861881,9.000413,0.52155685,-15.22728,"VARIABLE",0,true,true,false,true,false,true,true,6824.6626,4.0884,-0.5517,168.9886,0.0757,0.0671,0.0362
"Gaia DR3 1450843564657674624",1450843564657674624,209.76157461435176,27.007807615704447,4.293904271210787,54.40190711189653,-58.45693684708472,1.6909387,9.000437,1.1714392,17.446486,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 992307118060988288",992307118060988288,97.76931454327568,51.37330860448325,0.703142519727232,-1.0183570936685067,-7.067086977696708,0.8683655,9.000446,2.4291377,38.286415,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2088427194853137024",2088427194853137024,302.3693683419144,51.67404380007814,2.998666465962386,3.0950782379871793,1.1009291546390512,0.85615766,9.000449,0.034880638,0.30264553,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,14704.894,4.4322,-0.545,342.74,0.6717,0.6507,0.3499
"Gaia DR3 943663001364355200",943663001364355200,101.8151454111352,36.67237792915433,1.9529771074747049,-0.9625940489734373,-15.439709261917672,3.0703306,9.00045,1.1590891,27.288303,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4849.6187,2.546,-0.257,560.7029,0.0987,0.078,0.0412
"Gaia DR3 1827483231301286528",1827483231301286528,297.3906110506421,21.578875953885788,0.9385356041885117,2.345683680662338,-12.844584192190233,0.9021395,9.000451,3.9477196,-3.349001,"VARIABLE",0,true,true,true,true,false,false,true,,,,,,,
"Gaia DR3 3454022114011616896",3454022114011616896,92.47232630077481,37.08514512538204,2.565651252861934,-1.476761794032422,-10.42753215228135,1.1198602,9.000453,0.20519733,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9375.283,3.8566,-0.9014,394.3126,0.3863,0.3658,0.1951
"Gaia DR3 120606568618290688",120606568618290688,52.08710732446547,29.799219271994968,3.4451648111068964,5.494238735471586,-6.077921464805161,0.9469083,9.0004635,0.7847605,-0.6981525,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4236987956227002880",4236987956227002880,300.05573314069323,0.024380060044986884,0.7856294116901663,-0.24354709934126434,-3.4362950435920023,1.2136649,9.000476,2.9227948,-14.412231,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 4520269224404694400",4520269224404694400,287.98945574880315,22.122966302565423,1.1478360463872355,0.8274762310134715,0.5753147750167622,1.1734632,9.0005045,0.3882227,8.788956,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,
"Gaia DR3 2187732134428771712",2187732134428771712,305.11724052143444,56.82198377439079,6.114399961945222,22.43327760311999,8.493545516981676,11.320293,9.000517,0.63670444,-19.427855,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6377.585,4.133,-0.5266,136.3195,0.0284,0.0246,0.0133
"Gaia DR3 2171664215104609152",2171664215104609152,322.4072894976379,51.245559798773094,3.0372737030840438,1.9744327202397054,9.788897845265785,3.571814,9.000542,0.24424076,,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,7902.36,3.805,-1.26,321.4984,0.0191,0.0177,0.0094
"Gaia DR3 337165481176331008",337165481176331008,40.452021825494256,42.770580102134005,2.0725492224538047,0.7115470324983695,-5.884954788974471,0.9331163,9.000556,-9.717941E-4,-4.3177514,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,
"Gaia DR3 354918268935011072",354918268935011072,34.553016630604965,48.48782314636057,1.8371719364620829,-2.2908454073169473,-6.160396207304924,1.0206647,9.0005865,1.3705969,-10.154663,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4918.061,2.6209,0.0191,539.8298,0.6594,0.5122,0.2694
"Gaia DR3 4534878057429119744",4534878057429119744,283.35204169033346,25.884775987921916,6.975948680117054,-43.55549464425512,-14.552426835284294,12.941016,9.000587,0.7033806,30.983957,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1954118280401727488",1954118280401727488,326.3666996392963,39.7992263641746,5.049319913158523,10.37265481540091,-0.2662923203387143,1.1008426,9.000612,0.8014698,-12.320548,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5995.6274,3.7231,-0.2504,193.0434,0.1258,0.1062,0.0569
"Gaia DR3 4388085936486833280",4388085936486833280,257.3069904281964,2.8534677675555167,8.473527646815361,-53.58808661658532,-59.71326367238685,0.94313276,9.000621,0.84154224,-65.79762,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5676.2397,4.1088,-0.4255,117.0194,0.0847,0.071,0.0383
"Gaia DR3 3426593696946130816",3426593696946130816,91.50686919184594,25.282688749502586,0.796533897360489,-0.006846991303970068,-3.895496375846496,1.0806904,9.000647,1.4288807,3.721629,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,4478.7114,1.4943,-0.8745,1161.8818,0.3624,0.2761,0.1471
"Gaia DR3 1136946704463539840",1136946704463539840,113.17902083928529,77.06057694161089,5.983919352724988,22.813100877851554,-17.0612163483285,0.9545859,9.000654,0.5611038,-16.673353,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6560.0825,4.0517,-0.2856,166.6161,9.0E-4,8.0E-4,4.0E-4
"Gaia DR3 4347940705374807040",4347940705374807040,239.64495959750934,-7.960250018817935,2.1038803355235,-6.122400422959324,-5.217615213541457,2.5629528,9.000669,1.2136154,-6.988826,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,5745.3936,2.8011,-0.0222,548.4625,0.86,0.6934,0.3696
"Gaia DR3 2040399874108688256",2040399874108688256,284.54429868550056,28.97786930305672,2.1898374099340194,11.610821914625994,8.52458135743846,0.9241434,9.00067,1.659812,18.08526,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2270158088754511360",2270158088754511360,314.2997212483992,68.0215393618426,1.373172258051557,-6.597103867741474,-1.5531937623194736,1.0849471,9.000671,2.0391111,-45.887245,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3871915529899938944",3871915529899938944,164.43529846839775,12.713728480590516,6.0807462874139055,24.86703984570409,-44.093804365498485,0.8253164,9.000681,0.5260105,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6706.6943,4.0786,-0.4625,163.7677,0.0016,0.0014,8.0E-4
"Gaia DR3 4484124394537557120",4484124394537557120,277.5120932070352,12.105990183473484,1.0133693708928038,5.378069564049499,-3.324753887380924,1.0459019,9.000697,2.3977418,-0.37237206,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,4705.5645,1.0882,-2.1118,886.2281,3.0129,2.149,1.1853
"Gaia DR3 1420931041586549888",1420931041586549888,263.8179281354841,55.00339869867737,2.9472520249754033,9.404065429139035,1.0003610150571407,0.9256289,9.00076,0.37316608,,"VARIABLE",2,true,true,false,true,false,true,true,7271.552,3.7275,-0.5152,332.8187,0.0229,0.0207,0.0111
"Gaia DR3 2249082787312568448",2249082787312568448,296.8692981217419,67.28412235557661,4.04752557304498,12.752923199704444,25.544820730070086,1.0183593,9.000771,0.46179485,-16.794584,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6978.444,3.9351,-0.0056,248.9853,0.0145,0.0129,0.0069
"Gaia DR3 1066237730156568576",1066237730156568576,148.7031485692394,65.24918781011304,13.188288103312036,-73.97176994948525,-156.765380775197,9.251714,9.000787,0.97117615,-17.64632,"VARIABLE",0,true,true,false,true,false,true,true,5173.4404,4.2505,-0.5112,71.334,4.0E-4,3.0E-4,2.0E-4
"Gaia DR3 1001762707605987456",1001762707605987456,101.21677008120831,59.448629809334406,10.72753046106155,-2.9716523881970547,13.704203729403506,2.7915256,9.00079,0.6515598,-42.927742,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 3425395886403457280",3425395886403457280,91.98558314478882,23.6704078502071,0.7100510856959772,-0.43937452701739454,-2.573984720162134,1.2183114,9.000805,0.7407141,25.520205,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1125509412712923776",1125509412712923776,137.24943984781743,76.6437863089001,1.6799083045522472,-10.297924388319565,-6.234866408543632,1.0400436,9.00085,1.1161242,-9.890132,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5062.197,2.6916,-0.1494,565.4618,0.1875,0.1499,0.0792
"Gaia DR3 2155761600464808832",2155761600464808832,286.38248132192456,60.468226386895736,13.932985553749337,-0.2594925722733685,-12.332502756170085,0.9065087,9.000869,0.7892189,5.7786818,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5751.2476,4.4205,-0.31,71.6919,4.0E-4,3.0E-4,2.0E-4
"Gaia DR3 964313689456644608",964313689456644608,99.46789315499117,44.64475044015613,0.6256971686638683,3.4855519760466245,-2.877740413805317,1.0737315,9.000875,2.48563,18.79132,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 670322765729021056",670322765729021056,118.6080018872304,19.8463823315593,4.477741974855045,-6.085226037201346,-31.854517599081902,1.0478898,9.000879,0.6548481,8.123221,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6201.7476,3.8622,-0.0444,221.0069,7.0E-4,6.0E-4,3.0E-4
"Gaia DR3 1650275766842268032",1650275766842268032,254.17776452178413,71.26073888495962,1.9039722148488885,-1.4843041127502237,-12.887825591563491,1.0938884,9.000881,1.1575766,-12.944196,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4771.843,2.5388,-0.1921,522.6709,0.0058,0.0046,0.0024
"Gaia DR3 4610817030581977344",4610817030581977344,269.51203484255893,39.01249041063293,1.7455230688922878,-9.252316950545543,-7.61354798121687,0.89991957,9.000888,1.2339191,8.029311,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1829361334571780736",1829361334571780736,304.70232026761,22.009104455724273,0.8823156459808841,3.663742198131345,0.14914458476547304,1.0869745,9.000932,1.7795382,-2.5826948,"NOT_AVAILABLE",2,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3897606752955194752",3897606752955194752,176.27958418886047,5.675509504960861,0.6008923255934984,-7.546466625401258,-2.7704080389465715,1.0332079,9.000938,1.9968824,0.9406226,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2165304777294860544",2165304777294860544,317.4782900283028,48.1544523384666,1.7983499210449478,-2.8274755143470838,-9.53024012761808,2.609342,9.000946,0.4487362,-5.524734,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 1020642872737788160",1020642872737788160,147.77251544495752,53.18191580881545,3.0349054010113927,-0.40548127221143826,-16.08746577871199,0.98883766,9.000971,0.26143742,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 2009906607042342784",2009906607042342784,346.5777270133004,57.327587835922635,1.1981634078505332,5.575759167170052,6.647756278851546,0.9824907,9.000978,2.153812,1.2778608,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5029.3774,1.9133,0.1671,832.3353,2.676,1.9474,1.0321
"Gaia DR3 573670608406080768",573670608406080768,19.19056454887302,84.57677520153659,2.2347531112075694,6.094471094947813,2.247296724072525,1.0486896,9.000996,1.6521473,-31.394411,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 928342960394770304",928342960394770304,125.12580618605898,43.96423817381047,2.477983263334201,-2.7833386050496314,-9.245165282212072,1.4012141,9.001001,1.1324968,3.4868934,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,5153.637,2.9428,-0.1104,384.5811,0.3076,0.2464,0.1305
"Gaia DR3 4318461046331022976",4318461046331022976,294.9111296401139,14.881595089620863,1.932662129976414,7.5607318057871575,3.5179272742657686,0.8372149,9.001005,1.2906857,,"NOT_AVAILABLE",2,true,true,false,false,false,true,true,4989.091,2.6353,-0.0896,519.6628,0.544,0.4269,0.2255
"Gaia DR3 1603777248305323136",1603777248305323136,217.9830217899391,50.32136719669205,1.784739003489031,6.719169214949281,0.5500564585057549,3.2776356,9.001014,1.0623817,-32.622635,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5032.6396,2.691,-0.3679,545.5257,0.007,0.0056,0.003
"Gaia DR3 2040266115953641088",2040266115953641088,284.1328787734408,28.476917015785716,0.7216709608752262,3.9932987642054827,-10.621874438187481,0.9249357,9.001047,2.4977303,15.2072115,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 958811424034371200",958811424034371200,97.7311326342149,42.7853700539728,2.28148475625199,2.561560379497265,0.667269099316651,1.1660919,9.0010605,0.2078991,-16.163752,"VARIABLE",0,true,true,false,true,false,true,true,9049.861,3.6613,0.1083,587.7517,0.3613,0.3414,0.1819
"Gaia DR3 2204390663306116864",2204390663306116864,329.1117414197414,62.264114459509535,,,,,9.001062,0.6727371,,"NOT_AVAILABLE",0,true,true,false,false,false,false,false,,,,,,,
"Gaia DR3 1368272990190748416",1368272990190748416,263.17475935147354,50.84305141916124,0.4032820958683552,-12.661093421803045,-8.186180120856493,0.9301794,9.001074,1.5629339,-388.74802,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4960.339,1.5786,-0.0919,2197.9758,1.1312,0.8659,0.4566
"Gaia DR3 1530337052756100096",1530337052756100096,193.73775273311176,45.10872864117375,1.623639488362829,7.044473571457887,-16.928841601505283,1.0255215,9.001089,1.4410944,-62.928303,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1563934004931515648",1563934004931515648,197.53941664363026,53.627638556255086,14.939259663729423,4.5111865801338995,-20.881959773124702,1.0348625,9.001092,0.871542,-26.911737,"VARIABLE",0,true,true,true,true,false,true,true,5550.271,4.4053,0.0948,66.8314,0.0091,0.0075,0.004
"Gaia DR3 3447109729224619776",3447109729224619776,82.27312165049888,31.06051680300078,0.48715304688951455,0.8386211709716015,-2.0905603800950647,1.086067,9.001095,1.4270058,17.861412,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,7260.064,1.9468,-0.8841,1819.6029,2.4948,2.0848,1.1502
"Gaia DR3 3884116226318374016",3884116226318374016,157.12416763687972,13.155442121429129,10.211317013369538,-61.93782895241377,-14.050912419025577,1.0064123,9.001119,0.6677704,9.770022,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6158.243,4.2896,-0.295,97.5194,6.0E-4,5.0E-4,3.0E-4
"Gaia DR3 1875822710217192960",1875822710217192960,340.05866178602014,22.501838326790864,2.785370751003773,10.770492226239266,0.32372269838488116,0.9522861,9.0011215,1.1145926,25.618942,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5546.89,3.1256,-0.0214,345.4651,0.4701,0.3798,0.2014
"Gaia DR3 2042937963567948288",2042937963567948288,286.81489441167497,32.515802154491524,3.825928609458546,-4.3573317161802505,-2.3973097958593623,0.983503,9.00115,0.16144371,-27.078608,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9463.096,4.3127,0.1873,265.4585,0.3094,0.2937,0.156
"Gaia DR3 2218167539700785152",2218167539700785152,332.06443075758295,64.41931867153909,1.19350270245667,-2.9835438728581454,-4.917340833300683,0.92827827,9.001165,1.8083363,-55.329178,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 213619720411934208",213619720411934208,83.07543534412217,50.1056103013032,1.4014142483998473,-1.2939895231309086,-1.3898491470770753,0.8452151,9.001167,1.154212,15.620425,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5381.1313,2.6687,-0.0701,693.7385,0.5482,0.4414,0.2349
"Gaia DR3 4293472651704062848",4293472651704062848,287.7355172422726,5.222035211036759,2.515385443393967,8.600897724786243,8.159047454392997,0.83002555,9.001208,1.5156269,-28.080439,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4680.4937,2.5095,0.0812,396.6069,0.6447,0.4874,0.2544
"Gaia DR3 4510838816235824640",4510838816235824640,281.5978276082225,16.342932527598883,0.9500811595807199,-9.27822029556029,-9.106067639388417,0.9809226,9.0012455,2.3311877,22.709648,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4735.8257,1.1651,-2.2644,909.6598,2.8784,2.0665,1.1416
"Gaia DR3 4452957603561753216",4452957603561753216,242.95041581424272,8.689630852348786,8.694405440281882,-1.3794359784336763,-75.51238712410847,0.93732035,9.001249,0.7027464,31.094187,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6100.9375,4.1997,0.0558,114.3641,0.0216,0.0184,0.0099
"Gaia DR3 301112288742484224",301112288742484224,29.098185844254104,30.448451060693525,5.398902821384644,-24.378967435293035,-28.528676770376364,1.095332,9.001253,0.4730549,-9.461344,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6900.1284,4.0662,-0.5455,183.9666,0.0186,0.0165,0.0089
"Gaia DR3 1987590403651447552",1987590403651447552,334.58479726998735,48.274166930392276,1.1562090299601229,0.49985031444972655,-0.8065632279774001,2.274982,9.001263,1.7253075,-29.692598,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2142623089348748544",2142623089348748544,289.71121227236466,56.3098433495179,1.183397073223776,-6.917689826297572,-6.519085933216628,4.051058,9.001281,1.4708176,-22.695122,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 654711762198792576",654711762198792576,120.98730881679029,14.563871180571576,18.166206284973978,-70.98222448044464,-83.63507206975046,0.9578162,9.001288,0.85251427,36.94402,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5688.5186,4.5652,-0.2909,54.9587,0.0958,0.0801,0.0431
"Gaia DR3 2877888642512279680",2877888642512279680,356.6495521261244,33.409166654873,4.0277784032384005,-1.9904975510451908,-14.04113532724292,4.9360557,9.001305,0.30037308,5.916807,"NOT_AVAILABLE",1,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2845187757953958272",2845187757953958272,347.7489817850406,26.447607532168856,2.0551965631729847,40.156787245229026,27.88190817215802,1.312623,9.001311,1.2049074,-1.9421011,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5189.261,2.8182,-0.0399,508.6097,0.5042,0.4015,0.2127
"Gaia DR3 3725680586485835648",3725680586485835648,203.5708338445856,8.90207367098384,4.796219531297822,-13.395196209230347,0.6870908451063358,0.8840298,9.001323,0.33369255,-18.550169,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,7556.6826,4.1069,-0.4471,217.3354,0.0381,0.0347,0.0186
"Gaia DR3 4587053732451614976",4587053732451614976,278.2997260771482,28.43888436125591,2.0880044606054593,-2.4769256199430982,-14.657568287999117,0.9061586,9.001355,1.2493591,4.2682233,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
