designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 2056719272364768000",2056719272364768000,308.79673256530197,36.146741396565105,2.887540040462776,1.0828927450891168,-15.152483381227272,0.96172875,9.004628,0.2574606,4.079121,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9866.466,4.1472,0.7869,337.9098,0.5935,0.562,0.2993
"Gaia DR3 3372211959214161664",3372211959214161664,97.78318052054037,18.93466274165205,0.877639199015424,-0.8985696151545033,-3.743580489964758,0.9994475,9.004633,2.429985,46.784035,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1956872625745701120",1956872625745701120,334.72140076726197,39.45081847241888,1.1627163539231176,-2.450212495869979,-3.7969470382726334,0.9932313,9.004634,1.7099867,-0.637684,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1131012159172017408",1131012159172017408,152.7435435941299,77.4794903588367,3.718196285178663,-1.8236656762039658,-2.147585075347904,3.3027346,9.004667,0.15786648,-7.361673,"NOT_AVAILABLE",1,true,true,false,false,false,true,true,8559.641,4.27,-0.075,248.7128,0.073,0.0686,0.0364
"Gaia DR3 1136501677132240768",1136501677132240768,113.39990004419599,76.01993117973917,10.958513042601282,-91.72947349465629,2.1834697928827387,0.94973695,9.00467,0.8226633,-29.348795,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5696.875,4.1776,-0.0721,90.9502,0.0288,0.0241,0.0129
"Gaia DR3 4378487921530647424",4378487921530647424,254.61163204582013,-2.2200060396567296,1.7121581648168518,-1.2141178292818506,-13.46882538249677,1.0030895,9.004694,1.6989994,7.9961762,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4301793549544337408",4301793549544337408,296.26719235096397,9.271368178581094,2.1311451564883424,7.983082373406814,12.856962965230174,0.9271756,9.004708,1.2883911,-10.527867,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4863.947,2.632,-0.0852,454.1097,0.4111,0.3213,0.1691
"Gaia DR3 1447882854721571072",1447882854721571072,199.85359309632352,26.90341997867507,1.575789586682936,-20.321948688363697,-16.442512671083403,1.0143754,9.004709,1.3039417,-70.91622,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4888.5054,2.4921,-0.0999,658.3439,0.4644,0.3628,0.1911
"Gaia DR3 819693688104639360",819693688104639360,146.76035876187868,42.38561947108935,4.341367663712379,-51.11975951905985,-0.11109419155836171,2.2845795,9.004721,1.1017113,38.367928,"NOT_AVAILABLE",1,true,true,true,false,false,false,true,,,,,,,
"Gaia DR3 2132873234411782912",2132873234411782912,287.0585232204101,50.31396541841025,1.7531859067759625,4.657193617388655,25.51690529036963,0.88024694,9.0047245,1.1733227,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 3434892059094689536",3434892059094689536,99.33634585825307,29.868826335965274,1.7416519159782644,2.858988053113552,-9.583811950624636,2.315076,9.004751,1.1054659,30.151972,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4591719338243331456",4591719338243331456,274.7581333710768,30.925166164911243,6.134023246255859,30.548942498096455,-12.99191335419459,5.536461,9.004752,0.6503525,-5.372944,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1833067204171623552",1833067204171623552,300.5588247979479,22.854370787977857,0.7771162485891974,0.8707880658906813,-5.2383246084160255,1.1512506,9.004763,3.5568762,-14.105555,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 2859124926827971328",2859124926827971328,7.426680825606664,30.644489750493648,1.0399566356828218,-4.154046413139965,-6.499856507662507,0.9736967,9.004773,1.8276176,-57.790462,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2271040000159572224",2271040000159572224,311.33667978479093,68.8723767912678,1.4004698352782745,-7.975783990237126,-6.625542932532423,1.0114565,9.004785,0.40332317,-17.159891,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9208.761,3.4401,0.0983,694.4545,0.7961,0.7427,0.3979
"Gaia DR3 1114223917989673216",1114223917989673216,97.27440513576516,73.29807767753583,1.4336615386503375,1.567392629525822,12.228642759389276,0.97593653,9.004794,1.4952507,-55.27974,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4691.2695,2.3476,0.1401,667.4761,0.7233,0.5504,0.287
"Gaia DR3 1041873170960799488",1041873170960799488,127.17093010747226,60.94377229459285,5.314497678462587,7.7623566008234866,6.468736657117706,1.0672262,9.004795,0.41425514,-45.47596,"VARIABLE",0,true,true,false,true,false,false,true,7212.8213,4.1268,-0.4462,187.2146,1.0E-4,1.0E-4,1.0E-4
"Gaia DR3 243666624421591168",243666624421591168,57.276461148082745,44.217479452105344,11.683833984185705,32.99565246851327,-18.797590056873887,0.8764524,9.004799,0.7057123,-7.036744,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6029.9766,4.3197,-0.4246,85.2491,3.0E-4,2.0E-4,1.0E-4
"Gaia DR3 2026307334842623488",2026307334842623488,293.2775542877871,28.84291389934383,1.1319450646507443,-2.6649727475455727,-5.712796686434218,0.8191422,9.004803,0.102033615,-14.451481,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,
"Gaia DR3 1230572559109134720",1230572559109134720,211.9764918374798,15.336880196394562,4.568047662942861,43.969724803847285,-86.46242246979168,1.0029457,9.004804,1.1190977,88.18679,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2115804381541592192",2115804381541592192,271.8307588462257,45.10384340615793,11.585408622329966,-15.1533687620841,-30.412088600191773,14.438739,9.004806,0.78101826,-23.228958,"NOT_AVAILABLE",1,true,true,false,false,false,false,true,5917.024,4.3216,-0.1918,82.8341,6.0E-4,5.0E-4,3.0E-4
"Gaia DR3 1981197568177458176",1981197568177458176,330.69359504561,52.507836278623586,1.009030072132301,-4.503024929315676,-6.3971027093224695,1.511436,9.004808,1.5696392,-28.96856,"NOT_AVAILABLE",2,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 6330662329789623040",6330662329789623040,220.0527730856884,-7.5140178219524865,22.661187506677773,-187.7282298891544,156.47406025274464,0.99451613,9.004824,1.0199795,32.38962,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5228.233,4.5784,-0.1111,43.7571,0.001,8.0E-4,4.0E-4
"Gaia DR3 403702088031437440",403702088031437440,19.787514927944788,50.691075057063316,0.57332096991252,1.7533009280253684,0.6672659322863557,1.0264636,9.004854,2.4663224,-3.2532728,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 393841324160928256",393841324160928256,1.0008573818684432,49.69320226920724,6.353626715761364,26.219871980644932,-18.71660743168935,1.2033513,9.004867,0.47106743,-20.107862,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6942.609,4.1895,-0.3821,156.1495,0.0013,0.0012,6.0E-4
"Gaia DR3 1782145212883350400",1782145212883350400,332.51940315182253,22.376414025719733,3.3522415895837447,19.83694138676047,3.315427053466758,1.0984347,9.004878,1.1989479,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4675.75,2.7659,-0.1734,295.9107,0.0013,0.001,5.0E-4
"Gaia DR3 916206340593479424",916206340593479424,125.59456407671365,42.81619766901269,0.7633530057352829,2.857339075726151,1.0415907489802407,1.0857189,9.004957,1.9063578,-48.001125,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3864432391200871936",3864432391200871936,162.8009031987574,6.05867204416367,2.100668613837873,-22.79644988417403,-5.272591232733756,1.1853803,9.004976,1.2871132,-0.70467335,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4558.3257,2.4375,0.0466,498.6605,0.0513,0.0395,0.0205
"Gaia DR3 4411838308225566848",4411838308225566848,241.85843098356702,2.3289133235634165,2.092158602623959,-10.703389757881846,-7.100849069158051,1.0405791,9.00502,1.2538433,1.3242879,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4851.8447,2.6123,-0.0288,466.5274,0.3099,0.2426,0.1273
"Gaia DR3 520370785819626880",520370785819626880,35.35083481851579,68.10913809260335,0.7768339609431473,-1.1677935361391836,1.221501821860045,1.0102453,9.005036,4.6979656,-40.501553,"VARIABLE",0,true,true,true,true,false,false,true,,,,,,,
"Gaia DR3 439530357319557760",439530357319557760,45.07358812417012,49.97412319555078,1.5889186557093316,0.7672520834240382,-3.6465269892727,1.9105666,9.005036,0.39917946,,"VARIABLE",0,true,true,false,true,false,true,true,11612.32,3.7427,0.633,629.605,1.0573,0.9989,0.5377
"Gaia DR3 1988801653147529472",1988801653147529472,342.3833845329528,50.26745977294648,0.9847722971257985,3.5700682727134505,0.18736811117198005,3.455002,9.00505,0.8526306,-19.154783,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2172164973929434368",2172164973929434368,319.02288817080273,50.83917444699603,0.5947276321842297,-5.265990415098437,-6.095602852720759,0.8802231,9.005057,3.115518,-18.321276,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2199492854403570816",2199492854403570816,332.58389343942736,58.14063838409959,0.24761957529178286,-3.6442688075108554,-2.8493311916404656,1.0119599,9.005073,1.896945,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1435762869329159424",1435762869329159424,264.303733860426,60.633280746140834,6.883456873097661,-41.3253740320732,8.050606496100615,1.0591123,9.00508,0.7295437,,"NOT_AVAILABLE",2,true,true,false,false,false,true,true,6048.991,3.8896,-0.6265,143.0803,0.0983,0.0841,0.0456
"Gaia DR3 4175492099086443136",4175492099086443136,268.1443479231023,-5.3188311747950054,,,,,9.005097,0.8500223,,"NOT_AVAILABLE",0,true,true,false,false,false,false,false,,,,,,,
"Gaia DR3 2191296063934942208",2191296063934942208,318.3381690671396,58.49282978052466,1.495596777342049,6.016996315181483,-1.6313255471257198,1.1248288,9.00514,1.3369112,-20.654804,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2253530586723857920",2253530586723857920,284.98819352089,64.05332741355845,14.77610495329464,-174.69409839114337,-107.98403687013393,0.90501076,9.005145,0.87492275,-142.18118,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5470.2725,4.3863,-0.3548,67.5798,3.0E-4,2.0E-4,1.0E-4
"Gaia DR3 1379056141242522752",1379056141242522752,242.47436264010764,38.81246943822642,7.607901287575646,1.6550475540854848,13.875178024172307,0.9492937,9.005149,0.565115,14.546813,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6601.187,4.1922,-0.4238,130.8323,0.0314,0.0275,0.0149
"Gaia DR3 1994030071453135744",1994030071453135744,353.92595106177964,53.71620843659349,1.3010506151941326,-0.3360490139325987,-1.122406058515597,0.9767998,9.005172,0.09601498,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3368229596816046720",3368229596816046720,106.64738676262243,22.861199136906038,2.153974329821335,9.983399057522593,-14.495959445829358,1.0150448,9.005174,1.233531,13.296196,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4648.4775,2.4753,-0.2077,455.3001,0.0591,0.046,0.0242
"Gaia DR3 1275444934311136384",1275444934311136384,228.4451489841973,29.98290693266614,3.462093611591176,-31.300050939610493,12.448802374637387,2.7018888,9.005176,1.1977062,-41.366455,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 802559173778869248",802559173778869248,152.23678545278423,38.497329022107024,1.0965475788831078,-14.605177556872539,-1.5961476318659706,1.1104504,9.005186,1.7816429,40.62105,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2830104348205222144",2830104348205222144,343.96805687370716,17.92037452081387,0.7379732055108597,-0.6082356109591494,-9.219723249076342,1.0087174,9.005187,1.876461,-19.213036,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 168581245940073088",168581245940073088,60.00325120394374,31.77394204552843,1.8258790777560614,12.556793948177063,-9.880929046832666,1.0090967,9.005199,1.3403912,18.494947,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4992.543,2.6218,-0.0434,529.977,0.6582,0.5143,0.2716
"Gaia DR3 394559373969586176",394559373969586176,4.097533889835698,50.2336477233322,5.237274685078049,13.994465453194477,17.29873435364656,0.9653919,9.005204,0.8893957,21.507433,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4529413175396465792",4529413175396465792,277.06994183703955,22.665907767355282,1.4624012931673216,-4.735706522860739,-1.1855050722811291,1.0262985,9.00523,1.5622358,3.1688108,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2121785965315586048",2121785965315586048,275.75027634818684,47.04867294183903,1.3406199958287506,4.153688429304331,10.582174148849136,0.99867624,9.005231,1.5962839,-65.46569,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1934263333784036736",1934263333784036736,341.7028254522359,44.3319533233193,197.95730094675557,-706.2158109750716,-458.9196274161519,1.104833,9.005235,2.7301593,-0.23150428,"NOT_AVAILABLE",0,true,true,true,false,false,false,false,,,,,,,
"Gaia DR3 487213947533771904",487213947533771904,59.378865358086,63.87793647561068,2.0940158456304845,-6.5148062533361815,-0.4293453060420135,0.9584493,9.005236,0.26023293,-6.207256,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,12242.017,3.9767,-0.1846,496.8122,0.7772,0.7427,0.399
"Gaia DR3 1027740254654398848",1027740254654398848,128.39205188008654,51.01447212798237,17.743453842166712,47.95546668838864,-90.56339640719551,1.0210924,9.005288,0.9848461,-80.292076,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5228.885,4.4652,0.2297,56.2279,1.0E-4,1.0E-4,0.0
"Gaia DR3 283449974472051072",283449974472051072,85.36940205404355,61.31225833444962,18.1169791122606,30.02078914367852,-124.05870414125918,0.9199927,9.005299,0.9371338,-1.5115888,"VARIABLE",0,true,true,false,true,false,true,true,5394.657,4.4589,-0.0417,55.074,0.0492,0.0404,0.0215
"Gaia DR3 821870858566046976",821870858566046976,147.28397447954066,47.65190186886994,5.300493376790547,47.65317816163918,3.095437396132282,0.9265288,9.005307,1.04455,3.6545517,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,5573.605,3.5775,-0.045,186.6838,0.3361,0.2737,0.1453
"Gaia DR3 141650774497921664",141650774497921664,41.900809667999646,37.434219854277316,1.5059135867434759,-2.9798952584894716,-2.0343158698874513,1.268889,9.005316,-0.01557827,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,11214.364,3.8152,-1.066,614.3301,0.1615,0.1569,0.0838
"Gaia DR3 4479344817495390208",4479344817495390208,277.82864702157286,8.962976903002932,2.843840275317165,-0.6181494388671541,-13.31839813500292,1.0026498,9.005316,0.119101524,-27.02506,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,10225.107,3.9869,-1.2905,380.0211,0.3195,0.3061,0.1632
"Gaia DR3 2305630051851780608",2305630051851780608,300.7413426939433,88.7634059436324,1.5446709329350075,-6.538211532089896,-13.998508056781967,0.9950816,9.005332,1.6878662,4.921323,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2047055870827181312",2047055870827181312,296.10875435609444,34.03981056295798,2.452592316644261,5.4179050710754915,9.331754485516292,1.2137113,9.0053425,1.3193426,-72.011566,"VARIABLE",2,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 1764379613239990656",1764379613239990656,312.9865322418788,16.393993225767137,3.0601804719992045,-0.4699570139021647,-9.941204002429277,1.2251306,9.0053425,0.32132912,26.125929,"VARIABLE",0,true,true,true,true,false,true,true,10548.448,4.1848,0.3534,319.6187,0.7917,0.7485,0.4002
"Gaia DR3 4314889106668874240",4314889106668874240,292.3572315519795,11.04144807529276,1.4979042520459271,0.6750431546163386,-5.807395286397991,1.8308209,9.005345,0.14655781,-19.965715,"VARIABLE",0,true,true,true,true,false,false,true,,,,,,,
"Gaia DR3 399266245807169792",399266245807169792,24.375095614629824,47.92804275977404,0.9431914542731218,11.508829562501301,-1.8094987248335235,0.9299371,9.005357,4.0187182,18.184591,"VARIABLE",0,true,true,true,true,false,false,true,,,,,,,
"Gaia DR3 875768811184631552",875768811184631552,117.11919541916066,28.78868506006666,1.0807599967695958,-1.392745863544054,-13.91789106816929,1.1161205,9.005372,1.7978601,-19.489305,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 202154665995931520",202154665995931520,76.73651670247338,42.598935334780855,5.521225418036416,0.07297211775748935,9.279044642272634,0.8825031,9.005377,0.55290127,-1.1313459,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6628.4077,4.0163,-0.2977,179.0226,0.0209,0.0183,0.0099
"Gaia DR3 967029826774214656",967029826774214656,100.73075874581195,48.48472067930016,2.204366070761323,-21.89658283836281,-56.95663602607198,1.015433,9.005392,1.2055283,-46.148117,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5349.691,2.921,-0.0262,430.2009,0.6421,0.5141,0.2734
"Gaia DR3 6317343258250328960",6317343258250328960,235.0401142786265,-8.945970911090967,21.82295946354062,-44.36476286105588,-130.2234910983383,1.0491384,9.005399,1.0018272,-16.539371,"VARIABLE",0,false,false,false,true,false,true,true,5124.9414,4.5188,-0.2114,45.7885,1.0E-4,1.0E-4,0.0
"Gaia DR3 1113339124663331072",1113339124663331072,99.35324485659086,72.41479806825477,4.38932264040627,-25.691877105906052,0.6907545905576797,6.466465,9.005402,0.63432026,-5.7673044,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 119434042546990080",119434042546990080,52.986485450475975,27.858564792474095,9.42748288915476,92.9612322626385,-73.32810237758827,0.94464254,9.00542,0.63987064,20.60752,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6259.117,4.2451,-0.4128,105.7007,0.0025,0.0022,0.0012
"Gaia DR3 1784267785721308928",1784267785721308928,322.74293290989806,17.45503603001363,22.267545617590507,-24.149484677728758,8.300292581453217,1.024992,9.005445,1.0176,-4.178249,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5255.8193,4.5298,-0.2198,44.5632,0.1002,0.0817,0.0435
"Gaia DR3 473473690017737088",473473690017737088,60.1015876962667,59.53728278483595,4.88477269723053,21.927189066999418,-35.68858348094852,0.9402659,9.005456,0.56606865,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6911.7407,3.9723,-0.3692,203.3684,0.2148,0.19,0.1022
"Gaia DR3 451356708687969408",451356708687969408,40.15010821208831,51.623358064958964,0.8392622622411582,8.388274481452102,-7.207079310615063,0.90059376,9.0054655,0.24357891,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,12860.228,3.4224,-0.024,1234.4509,0.784,0.752,0.4054
"Gaia DR3 354957267238176640",354957267238176640,33.186370994553116,47.884309853921366,3.860106842401992,-14.120879002239779,-3.8039891270158703,1.1165366,9.00547,0.24699974,-6.4130015,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9557.29,4.2453,-0.1529,267.0075,0.4856,0.4585,0.2441
"Gaia DR3 1555988109275596800",1555988109275596800,194.13102477819245,51.08005812111388,1.5931588575282438,-9.835576694816254,4.260678323260689,0.9719258,9.005475,1.477293,0.029879339,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4741.8066,2.4848,0.3642,608.9377,0.6886,0.525,0.2719
"Gaia DR3 2242092813937553408",2242092813937553408,292.4971315906898,63.668439636626694,1.8942646120604456,2.8164756186522784,27.332920848332396,0.9204667,9.005479,1.3113909,-25.265352,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4594700973258406400",4594700973258406400,266.3257494047442,27.824008093549637,5.7222119575565245,-9.867190807532003,3.162798425360573,1.9474887,9.005518,0.5008211,-17.054688,"NOT_AVAILABLE",1,true,true,false,false,false,true,true,6776.6357,4.0481,-0.5332,174.598,0.0025,0.0022,0.0012
"Gaia DR3 135628371355301248",135628371355301248,44.59590708407988,32.18496518149512,2.3977939940592496,-26.16944176739598,-14.204697873249671,1.2702901,9.005524,1.4168625,-45.186436,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2799302178492137728",2799302178492137728,4.960812008952157,20.637584600470777,1.7847190378085498,11.291520916540017,9.971106233202816,1.1037877,9.00554,1.2632027,29.067928,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1135195045002180096",1135195045002180096,116.89498736672844,73.3734289382682,2.1237959140626694,3.635125902716654,-11.788434366830655,5.2122703,9.005542,1.1542616,-36.140564,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 521193323595040000",521193323595040000,35.980511863892254,70.05149782111195,2.3142899946607605,7.7355596566383245,-0.4442585522179148,7.9974227,9.005545,1.4649982,-6.247031,"NOT_AVAILABLE",3,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 3382334509935099776",3382334509935099776,98.18604447819571,23.083002892928118,8.457980167315602,-10.679557871037026,-81.78988694188449,1.0449727,9.005552,1.0594769,-47.00785,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5064.2646,3.7132,-0.1876,117.9017,1.0E-4,1.0E-4,0.0
"Gaia DR3 4438653610122980608",4438653610122980608,246.51545079068634,5.88711259771056,15.274115774290115,55.529048646464965,-53.71977149315304,1.9945892,9.005567,0.92352295,4.46785,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5560.7104,4.3712,0.1313,66.0719,0.1285,0.1061,0.0564
"Gaia DR3 764882445047949440",764882445047949440,166.87635175137038,38.95110790035444,8.087860214889886,-73.96098891452407,-5.414351140808005,7.3945065,9.005645,0.8581991,12.145452,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5665.5244,4.1369,0.1124,115.362,0.0843,0.0702,0.0374
"Gaia DR3 795374548185790080",795374548185790080,149.35591020715808,35.16485129512357,4.6828440047816295,-8.501615947452875,-6.320598751567032,0.9834041,9.005649,0.4042015,-10.802272,"VARIABLE",0,true,true,false,true,false,false,true,7297.5176,4.0587,-0.4065,207.7575,8.0E-4,7.0E-4,4.0E-4
"Gaia DR3 981096463144707072",981096463144707072,105.51475230352557,51.66038504170503,2.365274182799139,-5.319432424991668,-0.1422722445933461,1.1302263,9.005659,0.5149002,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1586809309987346560",1586809309987346560,222.8993816484863,45.59096581440233,1.5477880195918254,5.350523775350814,-17.66066231883125,0.94824064,9.005664,1.3044329,-42.49216,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 1265926187269330816",1265926187269330816,221.47063871519146,23.727527252150946,9.405728620625757,-78.97180434380235,50.14051174130168,12.545889,9.005678,0.7830925,-33.17523,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 903062748530914944",903062748530914944,126.15636576606443,33.510922931746244,8.040340493081361,-7.268332217394782,10.257836449030243,0.9443349,9.005688,0.5744219,-2.0918548,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6505.9697,4.2095,-0.4417,123.959,0.0014,0.0012,7.0E-4
"Gaia DR3 1114830440388118912",1114830440388118912,105.66422029934562,73.83115575106734,0.62062743185875,0.8465185458647745,-2.7912387307980797,1.1484654,9.0056925,2.9541364,-5.5567164,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 1349440108354013056",1349440108354013056,268.2955341479182,44.17873803393244,2.6095392176550916,19.135680023753814,-1.121577045768365,2.0924382,9.005696,1.228095,-38.30522,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4655.0146,2.5756,-0.2199,352.8464,0.0532,0.0415,0.0218
"Gaia DR3 2071993589141560960",2071993589141560960,297.65590111298906,37.16735711535022,1.7011020080278167,5.236179119588748,7.025183651275098,0.85754126,9.005709,1.1862736,-23.684196,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4303575445566473728",4303575445566473728,297.01099099102294,11.016692685307598,6.0840567710876945,9.479264053864053,-20.99511000698454,0.9761908,9.005712,0.52481365,14.572588,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6713.55,4.0878,-0.4219,163.256,0.0057,0.005,0.0027
"Gaia DR3 233613858332779776",233613858332779776,61.79650208292815,46.255654412883544,2.9809023371916665,19.702916797824507,15.099397307121917,0.90461534,9.005722,1.5188799,62.18429,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 189617003622552832",189617003622552832,84.7652933469668,37.8799677009199,2.8460186864285704,-7.6549380210073945,-4.469447527578568,1.0270449,9.005728,0.24069881,10.301541,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,9533.044,3.9248,-0.8491,356.5375,0.4853,0.4585,0.2447
"Gaia DR3 249157654211843712",249157654211843712,52.84647918889598,48.27056783315098,0.9688824998718991,1.8666752082551632,-3.395354557847379,1.1020607,9.005747,3.056581,-58.45494,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4308529398315978752",4308529398315978752,291.87725431285526,9.971329726929055,1.292550144774033,-0.2737840696106033,-3.7488115111616915,1.1090548,9.0057535,0.16125298,4.895289,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,
"Gaia DR3 957669649927385216",957669649927385216,99.36302369549293,41.06079547911591,0.9628348357996541,-4.7590086110872125,-1.9522205005662214,1.2979225,9.005754,1.6384258,6.9930325,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 697536571869950592",697536571869950592,143.67173369230073,30.560963063365406,5.614038273402958,-39.6479033658318,-14.13882071589823,4.5426316,9.005756,0.63119984,,"NOT_AVAILABLE",1,true,true,false,false,false,true,true,6299.4663,3.8566,-0.0857,206.4342,0.0074,0.0064,0.0034
"Gaia DR3 2087999489126556672",2087999489126556672,303.04065068525284,49.98718943725169,0.7165575897608693,-5.046854209090798,-1.241834988642516,1.0508281,9.005758,4.929895,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 1550412863768604672",1550412863768604672,200.38615051307775,44.151552242621186,1.6219205359700999,-5.919260642320897,5.575590820774172,0.97290796,9.005784,1.1238394,27.885336,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 2070004538224316032",2070004538224316032,311.09362949552485,43.95936418228655,2.854017417846541,4.646963256103632,0.21714160491409218,0.8538238,9.005791,-0.01803112,-14.203973,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,10662.048,4.2519,-0.1001,374.5606,0.1252,0.1214,0.0646
"Gaia DR3 420994313565137664",420994313565137664,1.7018138680747075,56.5743860797761,4.372938942985149,-1.3211864700614209,9.203544940583926,0.97337115,9.005793,0.6288328,9.88486,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 4597580937808478208",4597580937808478208,265.87019728000917,30.8739212054753,3.1984298761889334,4.426353321957734,13.834557004467076,4.699326,9.0058,0.38228226,,"VARIABLE",1,true,true,false,true,false,false,true,,,,,,,
